,ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
2120,563037,m,6/14/1988,82.8,cbse,2007,78.4,cbse,66,2,B.Tech/B.E.,electrical engineering,69.68,66,0,Uttar Pradesh,2011,485,525,650,0.229481755,-1,266,-1,-1,-1,-1,-1,-1.1644,0.3789,0.7785,0.7798,0.2889,110000
2121,639820,m,2/15/1991,64.0,state board,2009,61.0,state board,2812,2,B.Tech/B.E.,electronics and communication engineering,67.0,2812,0,Rajasthan,2013,380,450,445,0.538386893,355,333,346,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.5021,1.0554,200000
2123,117081,m,8/23/1989,90.6,0,2006,91.3,0,4554,2,B.Tech/B.E.,computer engineering,78.56,4554,0,Tamil Nadu,2010,485,495,535,0.563267824,425,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.2366,0.8848,-0.1295,450000
2124,1136423,m,3/16/1992,86.0,state board,2010,78.0,state board,10333,2,B.Tech/B.E.,electrical engineering,71.0,10333,1,Karnataka,2014,535,375,560,0.966006923,305,-1,253,-1,580,-1,-1,-0.3027,-0.9531,-0.9122,1.0333,-0.6692,400000
2125,1088670,m,4/28/1990,78.0,icse,2008,77.0,cbse,2009,2,B.Tech/B.E.,electronics and communication engineering,83.0,2009,1,West Bengal,2013,710,590,605,0.112139438,415,228,-1,-1,-1,-1,-1,-0.7335,1.3779,0.6248,0.2727,-0.6692,265000
2126,273690,m,9/1/1987,85.0,cbse,2006,63.6,cbse,4023,2,B.Tech/B.E.,information technology,64.94,4023,1,Karnataka,2011,555,435,544,0.635978756,445,-1,-1,-1,-1,-1,-1,1.1283,1.2808,0.5269,-0.9953,0.5024,515000
2128,798620,m,10/28/1991,91.0,cbse,2010,87.2,cbse,13169,2,B.Tech/B.E.,electronics and communication engineering,87.9,13169,0,Uttar Pradesh,2015,440,425,560,0.338786347,335,292,-1,-1,446,-1,-1,-0.4463,1.2114,1.3933,-0.3612,0.0973,400000
2129,520399,m,10/26/1991,69.2,cbse,2008,67.8,cbse,78,2,B.Tech/B.E.,computer engineering,74.6,78,0,Uttar Pradesh,2012,535,510,455,0.81941653,505,-1,-1,-1,-1,-1,-1,0.2009,-1.5273,-0.0537,-0.0552,-1.1169,450000
2130,348114,f,6/29/1989,90.0,ssc,2008,87.0,board of intermediate,3666,2,B.Tech/B.E.,computer engineering,76.0,3666,0,Andhra Pradesh,2012,554,455,495,0.377551419,375,-1,-1,-1,-1,-1,-1,0.9737,0.9688,0.2366,2.765,-0.0167,335000
2131,920246,m,1/1/1992,70.66,state board,2009,69.84,state board,55,2,B.Tech/B.E.,information technology,69.0,55,0,Uttar Pradesh,2014,310,410,695,0.144789889,465,-1,284,-1,-1,-1,-1,-1.1644,-1.2861,0.6248,1.0333,-1.6273,125000
2133,289190,m,2/3/1993,71.0,up board,2008,58.0,up board,8170,2,B.Tech/B.E.,computer engineering,71.0,8170,0,Uttar Pradesh,2012,545,295,375,0.3423149,365,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,0.5269,-1.1128,-0.2875,340000
2134,58365,m,8/19/1988,92.1,ssc,2006,93.5,board of intermediate ap,495,2,B.Tech/B.E.,computer engineering,74.3,495,1,Telangana,2010,385,525,535,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.0355,-0.7473,0.0914,0.6498,-0.6035,555000
2135,99935,m,9/25/1987,74.4,central board of secondary education,2006,70.6,central board of secondary education,956,2,B.Tech/B.E.,electronics and communication engineering,62.93,956,1,Telangana,2010,605,475,555,0.694479328,455,366,-1,-1,-1,-1,-1,0.0464,-0.2793,-0.7794,0.0623,0.0284,300000
2136,1281191,m,12/9/1991,75.0,cbse,2009,65.0,cbse,23,2,B.Tech/B.E.,information technology,63.0,23,0,Uttar Pradesh,2013,465,580,665,0.622642916,535,-1,407,-1,-1,-1,-1,1.2772,-0.2871,1.7007,-1.1218,-0.8608,105000
2137,912934,m,5/27/1992,92.0,cbse,2010,91.0,cbse,1757,1,B.Tech/B.E.,mechanical engineering,8.58,1757,0,Tamil Nadu,2016,545,555,590,0.8295846,-1,-1,-1,469,-1,-1,-1,-0.0154,1.2114,0.01,0.1459,1.247,400000
2138,434552,m,10/10/1989,89.8,0,2007,66.6,0,3054,2,B.Tech/B.E.,electronics and communication engineering,55.33,3054,0,Orissa,2012,555,205,435,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,0.9623,1.1199,0.1864,300000
2139,605881,m,1/3/1993,89.5,0,2009,88.6,0,13110,2,B.Tech/B.E.,information technology,75.9,13110,1,Telangana,2013,520,560,545,0.952245573,585,-1,-1,-1,-1,-1,-1,0.5591,0.8784,0.1637,-1.6289,0.0973,240000
2141,374150,m,6/13/1988,76.7,0,2006,61.0,0,1589,1,B.Tech/B.E.,mechanical engineering,65.2,1589,0,Assam,2012,475,375,545,0.958682017,-1,-1,-1,538,-1,-1,-1,-0.1082,1.4368,0.8171,-0.9953,0.7788,800000
2142,626784,m,5/15/1991,72.67,state board,2008,68.2,state board,66,2,B.Tech/B.E.,computer engineering,72.95,66,0,Uttar Pradesh,2013,570,450,665,0.735795709,475,-1,-1,-1,-1,-1,-1,0.8463,0.7119,0.3174,-1.2486,0.8637,335000
2146,552307,m,2/2/1991,86.0,icse,2008,73.0,icse,121,1,B.Tech/B.E.,information technology,66.6,121,0,Gujarat,2013,745,640,825,0.994050872,675,-1,-1,-1,-1,-1,-1,-0.5899,1.2114,-0.6048,0.1459,0.4805,450000
2149,218077,m,7/21/1991,71.17,up board,2007,72.4,up board,4501,2,B.Tech/B.E.,computer engineering,69.68,4501,0,Uttar Pradesh,2011,505,445,435,0.864685413,525,-1,-1,-1,-1,-1,-1,-1.3447,-0.4353,-0.1988,-0.0552,-1.7093,200000
2151,262345,m,2/16/1990,91.0,cbse,2007,88.0,cbse,2,1,B.Tech/B.E.,electronics and communication engineering,70.68,2,1,Delhi,2011,735,535,625,0.995265706,475,533,-1,-1,-1,473,-1,-2.1175,-1.8393,-3.537,2.1774,-0.4455,375000
2155,349723,f,1/1/1991,83.66,state board,2008,97.1,staae board,2929,2,B.Tech/B.E.,mechanical engineering,81.49,2929,0,Andhra Pradesh,2012,554,684,585,0.490636956,-1,-1,-1,383,-1,-1,-1,0.8578,0.8128,-1.5051,1.7662,-0.6035,320000
2157,955152,m,10/26/1992,55.33,state board,2007,60.6,state board,44,2,MCA,computer application,77.78,44,0,Uttar Pradesh,2014,650,545,380,0.744758354,435,-1,438,-1,-1,-1,-1,0.7027,1.3779,-1.527,-1.5021,0.4805,240000
2158,908925,f,11/9/1992,88.6,cbse,2010,90.67,state board,1114,2,B.Tech/B.E.,electronics and communication engineering,86.77,1114,0,Tamil Nadu,2014,730,670,735,0.783303537,445,388,-1,-1,-1,-1,-1,0.2718,0.5454,0.1637,1.1601,-0.4776,300000
2161,1088407,m,8/13/1992,90.0,state board,2009,94.5,state board,3693,2,B.Tech/B.E.,electronics and communication engineering,72.69,3693,0,Telangana,2013,490,455,450,0.338786347,-1,292,-1,-1,-1,-1,-1,0.8463,-0.2871,0.4711,-0.1076,0.4805,120000
2162,78777,m,10/25/1987,66.5,up board allahabad,2003,64.4,up board allahabad,1920,2,B.Tech/B.E.,computer engineering,74.8,1920,0,Uttar Pradesh,2010,555,525,615,0.968237496,605,-1,-1,-1,-1,-1,-1,-0.5719,1.2808,0.2366,-0.8778,0.8183,750000
2163,354749,m,6/24/1990,82.7,anglo indian,2008,81.42,state board,1263,2,B.Tech/B.E.,electronics and electrical engineering,65.41,1263,1,Tamil Nadu,2012,475,535,325,0.538386893,405,333,-1,-1,-1,-1,-1,0.0464,1.1248,-0.0537,-0.7015,-0.9194,140000
2164,577525,m,11/10/1992,71.33,upboard,2007,54.8,cbse board,7376,2,B.Tech/B.E.,information technology,69.04,7376,0,Uttar Pradesh,2013,530,475,560,0.525922584,415,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.3174,1.1601,-0.8608,180000
2166,682507,m,1/7/1992,80.0,cbse,2009,82.6,cbse,2637,2,B.Tech/B.E.,electronics and communication engineering,70.03,2637,0,Haryana,2013,430,560,750,0.376059587,-1,300,-1,-1,-1,366,-1,-1.295,-0.2871,0.1357,0.1459,-1.359,320000
2168,350952,m,2/15/1992,76.6,upboard,2009,72.2,up board,72,2,B.Tech/B.E.,mechanical engineering,78.84,72,0,Uttar Pradesh,2014,475,475,425,0.8295846,-1,-1,-1,469,-1,-1,-1,-0.6491,0.9688,-0.6343,0.2679,-0.6035,300000
2170,282011,f,6/25/1990,70.3,up board,2007,63.2,up board,4450,2,B.Tech/B.E.,mechanical engineering,66.6,4450,0,Uttar Pradesh,2011,375,435,485,0.840840969,-1,-1,-1,473,-1,-1,-1,-0.2628,0.8128,1.3977,1.0024,0.3444,550000
2171,785143,m,1/20/1992,90.16,cbse,2010,82.0,cbse,11630,2,B.Tech/B.E.,electronics and communication engineering,80.1,11630,0,Uttar Pradesh,2014,570,595,750,0.783303537,465,388,-1,-1,-1,-1,-1,0.8463,1.0449,0.3174,0.2727,0.8637,300000
2172,332141,m,12/27/1989,62.0,cbse,2006,58.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,59.0,10932,0,Uttar Pradesh,2012,475,375,325,0.229481755,-1,266,-1,-1,-1,260,-1,-0.2628,0.5008,0.2729,0.41483,0.3444,180000
2173,133085,m,12/25/1988,66.4,cbse,2006,69.8,cbse,12,2,B.Tech/B.E.,electronics and communication engineering,66.33,12,1,Delhi,2010,595,545,575,0.910770164,545,433,-1,-1,-1,-1,-1,-0.4173,-0.7473,-2.2308,0.6498,0.0284,445000
2174,811167,m,2/10/1992,95.2,cbse,2009,78.3,cbse,64,2,B.Tech/B.E.,mechanical engineering,73.52,64,0,Uttar Pradesh,2014,555,560,530,0.840840969,-1,-1,-1,473,-1,-1,-1,-1.0208,0.3789,-0.4511,0.0192,1.0554,270000
2175,507959,m,8/18/1991,81.8,cbse,2009,75.0,cbse,12378,2,B.Tech/B.E.,computer engineering,60.56,12378,0,Maharashtra,2013,555,350,560,0.968237496,605,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-1.6502,1.4724,-0.7615,240000
2177,192703,m,10/4/1989,84.0,ssc,2007,92.0,bie,5003,2,B.Tech/B.E.,computer engineering,77.2,5003,0,Andhra Pradesh,2011,475,405,695,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,-0.0537,-1.2303,-0.9194,530000
2178,214343,f,1/1/1991,80.0,cbse,2008,82.4,cbse,44,2,B.Tech/B.E.,information technology,74.27,44,0,Uttar Pradesh,2012,445,485,655,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.9629,-0.7473,0.5269,0.7673,0.3444,350000
2182,228148,f,9/16/1989,58.0,0,2007,59.0,0,23,2,B.Tech/B.E.,electronics and communication engineering,60.5,23,0,Uttar Pradesh,2011,425,435,365,0.0587928,-1,200,-1,-1,-1,-1,-1,0.51,0.3448,-0.6343,0.6498,0.8183,105000
2183,597142,m,11/26/1993,80.4,cbse,2011,79.0,cbse,44,2,B.Tech/B.E.,information technology,63.12,44,0,Uttar Pradesh,2015,570,555,575,0.744758354,445,-1,438,-1,-1,-1,-1,0.5591,0.3789,-0.2974,-0.8682,-0.4776,340000
2184,361671,m,10/11/1990,95.04,kseeb,2008,87.0,karnataka pu board,1384,2,B.Tech/B.E.,computer engineering,86.5,1384,0,Karnataka,2012,615,665,525,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,-0.9245,-0.4078,0.1864,530000
2185,242078,m,2/13/1989,75.75,0,2007,74.4,0,6884,2,B.Tech/B.E.,electronics and communication engineering,80.0,6884,0,West Bengal,2011,495,495,554,0.538386893,-1,333,-1,-1,-1,366,-1,-2.1175,-0.5913,-0.344,0.7673,0.0284,480000
2186,729568,f,5/19/1989,65.3,state board,2006,74.0,state board,222,2,MCA,computer application,89.0,222,0,Jharkhand,2013,505,555,715,0.953899775,585,-1,530,-1,-1,-1,-1,0.2718,0.3789,-0.4511,0.3995,0.6721,470000
2187,1270516,m,1/1/1991,57.14,cbse,2009,48.0,cbse,2679,2,MCA,computer application,60.0,2679,1,Delhi,2014,465,555,380,0.670743151,455,-1,-1,-1,-1,-1,-1,0.8986,-0.0651,-1.0379,-2.2627,0.7104,100000
2188,938137,m,6/2/1993,72.2,cbse,2010,70.0,cbse,6874,2,B.Tech/B.E.,mechanical engineering,62.4,6874,0,Uttarakhand,2014,545,525,630,0.725984148,345,-1,-1,438,-1,-1,-1,1.1336,1.0449,-0.1437,-0.8682,0.6721,675000
2190,1258521,f,9/27/1992,67.0,state board,2010,77.0,state board,1875,2,B.Tech/B.E.,electronics and communication engineering,74.6,1875,0,Uttar Pradesh,2014,335,495,475,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.0154,-0.4536,0.7785,0.0192,-0.4776,225000
2191,144911,m,12/31/1987,63.0,hbsc,2005,55.0,hbse,933,2,MCA,computer application,66.0,933,0,Haryana,2011,355,295,465,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3014,-0.4353,-0.7794,0.8848,-1.3934,530000
2192,61461,m,8/10/1988,78.0,ssc,2006,83.7,board of intermediate,7940,2,B.Tech/B.E.,electronics and electrical engineering,61.35,7940,0,Andhra Pradesh,2010,375,365,445,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.1082,0.8128,1.3977,0.0623,0.6603,130000
2193,794528,m,5/23/1992,69.0,cbse,2010,65.8,cbse,1390,2,B.Tech/B.E.,mechanical engineering,81.0,1390,0,Uttar Pradesh,2014,520,555,605,0.414337426,-1,-1,-1,366,-1,-1,-1,-0.159,0.3789,1.7007,-0.3612,1.0554,200000
2194,278780,f,10/24/1987,68.2,icse,2007,55.2,cbse,568,2,B.Tech/B.E.,information technology,69.92,568,0,Uttar Pradesh,2011,545,535,655,0.930370607,565,-1,-1,-1,-1,-1,-1,0.0464,0.1888,-1.7954,-1.3478,-0.7615,350000
2195,1069119,m,12/10/1990,77.0,cbse,2007,62.2,cbse,10673,2,B.Tech/B.E.,electronics and electrical engineering,75.0,10673,1,Tamil Nadu,2012,500,530,535,-1.0,-1,-1,376,-1,-1,-1,-1,-0.0154,-0.1206,-1.6807,0.0192,-1.4356,120000
2196,186085,m,6/30/1988,74.5,up board,2005,72.8,up board,66,2,B.Tech/B.E.,electronics and communication engineering,71.41,66,0,Uttar Pradesh,2010,325,445,395,0.538386893,-1,333,-1,-1,-1,-1,-1,0.2009,0.0328,0.9623,0.2973,-0.4455,105000
2198,633303,m,6/3/1993,71.2,state board,2009,61.6,state board,1982,2,B.Tech/B.E.,electronics and communication engineering,74.26,1982,0,Uttar Pradesh,2013,465,475,515,0.824666401,-1,400,-1,-1,-1,-1,-1,-0.159,-0.4536,0.01,-0.8682,0.4805,160000
2199,806655,f,1/10/1991,58.0,state board,2008,67.0,state board,11759,2,MCA,computer application,73.0,11759,0,Uttarakhand,2014,535,425,485,0.842248322,465,-1,469,-1,-1,-1,-1,0.7027,0.2124,0.1637,-0.995,0.0973,180000
2200,872168,m,10/28/1992,73.6,cbse,2010,75.0,cbse,347,2,B.Tech/B.E.,electronics and electrical engineering,87.56,347,0,Uttar Pradesh,2014,475,585,485,0.336185066,-1,-1,-1,-1,366,-1,-1,0.7027,1.7109,0.4711,-0.7415,1.0554,330000
2202,1077214,m,3/23/1993,77.0,cbse,2009,76.2,cbse,4971,2,B.Tech/B.E.,information technology,70.7,4971,0,Uttar Pradesh,2013,545,530,605,0.622642916,485,-1,407,-1,-1,-1,-1,-0.8772,-0.4536,-0.2974,0.0192,-1.6273,240000
2203,230778,f,4/7/1990,78.0,maharashtra state(latur board),2007,82.0,maharashtra state(latur board),974,2,B.Tech/B.E.,computer engineering,71.0,974,0,Maharashtra,2011,524,525,445,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.2628,0.8128,0.8171,-1.1128,-0.1295,325000
2204,29054,m,5/6/1987,79.0,cbse,2005,66.0,cbse,347,2,B.Tech/B.E.,information technology,90.0,347,0,Uttar Pradesh,2010,535,445,525,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.6749,0.0328,-0.3803,0.4442,-0.4139,375000
2205,839881,m,5/12/1989,79.6,state board,2006,68.2,state board,6229,2,MCA,computer application,65.0,6229,1,Telangana,2012,605,485,560,0.144789889,435,-1,284,-1,-1,-1,-1,-0.4463,0.5454,0.01,-0.8682,0.0973,95000
2206,1152870,m,11/22/1991,82.0,cbse,2010,59.0,cbse,2563,2,B.Tech/B.E.,electronics and communication engineering,63.0,2563,0,Uttarakhand,2015,500,590,380,0.649389715,-1,356,-1,-1,-1,292,-1,-0.8772,0.2124,0.6248,-0.7415,-0.0943,100000
2207,307997,m,4/1/1988,57.5,up,2004,68.8,up,350,2,MCA,computer application,67.8,350,0,Uttar Pradesh,2012,355,265,465,0.563267824,425,-1,-1,-1,-1,-1,-1,0.3555,-0.9033,-1.0697,0.5323,-1.3934,145000
2208,227582,m,10/14/1987,74.0,0,2005,76.8,0,2774,2,MCA,computer application,74.0,2774,0,Madhya Pradesh,2011,645,555,595,0.942116551,575,-1,-1,-1,-1,-1,-1,0.3555,0.5008,0.3817,-0.1727,0.5024,540000
2209,284439,m,10/14/1989,87.2,karnataka secondary education board,2007,74.33,karnataka pre unversity board,3649,2,B.Tech/B.E.,computer engineering,69.0,3649,1,Karnataka,2011,735,505,475,0.735795709,475,-1,-1,-1,-1,-1,-1,0.6646,0.3448,-0.344,-0.0552,-0.1295,265000
2210,309289,f,1/11/1990,84.0,cbse,2008,79.0,cbse,5904,2,B.Tech/B.E.,computer engineering,75.99,5904,0,Uttar Pradesh,2012,485,415,615,0.793580615,495,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,0.5269,0.1798,-0.1295,385000
2211,423047,m,8/11/1988,59.0,up board,2005,65.2,up board,184,2,B.Tech/B.E.,computer engineering,73.32,184,0,Uttar Pradesh,2012,435,385,575,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.0537,0.5323,-0.5245,350000
2212,629725,m,3/15/1991,86.0,state board,2008,77.0,state board,526,2,B.Tech/B.E.,electronics and electrical engineering,80.0,526,0,Tamil Nadu,2013,310,475,355,0.444617717,315,-1,-1,-1,393,-1,-1,0.7027,0.2124,-0.2974,0.0192,1.0554,100000
2215,1245184,m,10/10/1989,44.16,state board,2009,62.0,state board,51,2,MCA,computer application,71.6,51,0,Uttar Pradesh,2015,500,510,415,0.974396113,615,-1,-1,-1,-1,-1,-1,0.2718,0.8784,0.01,-0.1076,0.4805,215000
2216,606094,f,5/14/1992,86.0,state board,2009,96.0,state board,8820,2,B.Tech/B.E.,electronics and communication engineering,79.98,8820,1,Telangana,2013,520,610,735,0.0587928,425,200,284,-1,-1,-1,-1,0.1282,-0.832,-1.2056,0.9066,-1.359,440000
2220,472861,m,10/12/1992,82.0,cbse,2010,78.0,cbse,57,2,B.Tech/B.E.,electronics and communication engineering,64.0,57,0,Haryana,2014,395,495,575,0.991397584,-1,516,438,-1,-1,-1,-1,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,265000
2221,115560,m,5/6/1989,77.4,0,2006,81.6,0,3629,2,B.Tech/B.E.,computer engineering,62.0,3629,0,Andhra Pradesh,2010,385,595,454,0.704090412,465,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,1.2525,0.5323,-0.1295,570000
2222,1052796,m,11/5/1990,70.58,state board,2008,60.36,state board,3683,2,B.Tech/B.E.,computer engineering,61.44,3683,0,Maharashtra,2013,440,385,500,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,0.7119,2.1617,2.9349,0.6721,100000
2223,914034,m,9/28/1991,72.0,cbse,2008,69.0,state board,51,2,MCA,computer application,65.5,51,0,Uttar Pradesh,2014,485,475,385,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.4711,0.0192,0.585,480000
2224,471545,m,2/29/1992,82.0,cbse,2009,69.0,cbse,57,2,B.Tech/B.E.,information technology,68.0,57,0,Haryana,2013,575,525,695,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.9629,1.7488,-1.5051,2.0599,1.2528,720000
2225,796713,m,10/1/1991,75.4,cbse,2010,67.6,cbse,222,2,B.Tech/B.E.,electronics and communication engineering,62.7,222,0,Jharkhand,2014,545,570,470,0.20739217,335,260,-1,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.3612,-0.8608,380000
2227,326795,m,12/16/1991,76.87,mp board,2008,81.33,mp board,3879,2,B.Tech/B.E.,computer engineering,74.5,3879,0,Madhya Pradesh,2012,375,505,525,0.961772121,-1,-1,-1,-1,-1,-1,-1,0.3555,0.2668,1.2525,0.17983,0.0284,455000
2228,841631,m,4/23/1993,79.0,state board,2009,76.0,state board,4805,2,B.Tech/B.E.,information technology,68.0,4805,1,Rajasthan,2013,415,500,415,0.622642916,405,-1,407,-1,-1,-1,-1,0.5591,0.0459,-0.2974,0.2727,-1.0524,350000
2229,1061300,m,1/12/1993,88.66,state board,2010,87.5,state board,8818,2,B.Tech/B.E.,information technology,77.0,8818,1,Telangana,2014,430,385,370,0.144789889,485,-1,284,-1,-1,-1,-1,0.4155,0.0459,-0.9122,-0.995,0.2889,140000
2232,820353,m,3/3/1991,90.0,cbse,2009,81.2,cbse,11127,1,B.Tech/B.E.,electronics and electrical engineering,70.3,11127,0,Punjab,2017,730,585,720,0.557389506,475,-1,-1,-1,420,-1,-1,0.5591,0.8784,1.0859,-0.6147,0.0973,300000
2233,862259,f,12/28/1991,86.92,state board,2009,73.8,state board,6294,2,B.Tech/B.E.,information technology,73.0,6294,0,Gujarat,2013,395,425,295,0.635978756,445,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.01,-1.6289,-0.0943,95000
2234,982556,m,3/24/1992,88.0,cbse,2009,88.0,cbse,387,2,B.Tech/B.E.,information technology,74.74,387,0,Uttar Pradesh,2014,490,545,630,0.356536488,575,-1,346,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.1218,-0.0943,350000
2237,898195,m,6/18/1992,76.17,icse,2009,78.0,cbse,66,2,B.Tech/B.E.,information technology,73.17,66,0,Uttar Pradesh,2014,535,510,620,0.942116551,575,-1,-1,-1,-1,-1,-1,-1.4517,0.0459,0.9322,-0.7415,-0.2859,300000
2239,541114,m,9/27/1989,66.0,up board,2006,66.66,up board,2540,2,B.Tech/B.E.,computer engineering,66.22,2540,0,Uttar Pradesh,2011,450,545,765,0.901489571,545,-1,-1,-1,-1,-1,-1,0.2009,0.7348,0.5994,1.0024,-0.6035,140000
2240,965697,m,1/22/1991,88.7,icse,2009,78.2,icse,11169,2,B.Tech/B.E.,mechanical engineering,91.0,11169,0,West Bengal,2014,545,520,535,0.45901584,-1,-1,-1,376,-1,-1,-1,-2.0262,-3.1176,-1.9881,-0.1076,-3.3518,300000
2243,1274483,m,8/8/1990,87.0,state board,2010,71.0,state board,14587,2,B.Tech/B.E.,information technology,68.0,14587,0,Madhya Pradesh,2014,510,495,345,0.842248322,445,-1,469,-1,-1,-1,-1,1.5644,1.5444,1.3933,-1.3753,1.0554,180000
2246,333594,m,3/9/1991,78.0,ssc,2008,86.7,ipe,11168,2,B.Tech/B.E.,computer engineering,74.79,11168,1,Telangana,2012,495,435,485,0.916869961,555,-1,-1,-1,-1,-1,-1,0.6646,1.2808,-0.4891,-0.5253,-0.169,590000
2248,1264748,m,7/9/1992,74.0,cbse,2010,69.0,cbse,378,2,B.Tech/B.E.,information technology,72.0,378,0,Haryana,2014,545,565,415,0.486747008,395,-1,376,-1,-1,-1,-1,-0.159,0.3789,0.7785,-1.5021,-0.2859,205000
2250,196429,m,4/27/1988,76.0,0,2006,76.0,0,115,2,MCA,computer application,66.0,115,0,Punjab,2011,665,365,375,0.488347977,405,-1,-1,-1,-1,-1,-1,-2.1175,-0.2793,0.8171,0.8848,-0.6035,540000
2251,421634,m,7/15/1991,54.5,0,2008,57.5,0,79,2,B.Tech/B.E.,electronics and communication engineering,60.0,79,0,Uttar Pradesh,2012,375,345,355,0.229481755,-1,266,-1,-1,-1,-1,-1,-0.1082,0.2668,1.1437,1.2374,-0.2875,360000
2252,206733,m,5/4/1989,74.33,up board,2006,77.0,up board,144,2,B.Tech/B.E.,information technology,76.0,144,0,Uttar Pradesh,2011,475,415,565,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.2628,-1.8393,0.0914,-1.3478,0.5024,240000
2253,300968,m,5/23/1989,93.94,education board of kerala,2007,81.4,cbse,835,2,B.Tech/B.E.,computer engineering,72.44,835,0,Kerala,2011,635,605,535,0.960903087,595,-1,-1,-1,-1,-1,-1,0.2009,0.3448,0.2366,-1.3478,-0.2875,450000
2256,848578,m,1/1/1992,76.0,state board,2009,66.0,state board,7659,2,B.Tech/B.E.,information technology,72.0,7659,1,Rajasthan,2013,545,485,340,0.144789889,395,-1,284,-1,-1,-1,-1,-0.159,0.8784,0.01,-1.1218,0.4805,240000
2257,328807,m,4/18/1990,92.0,state,2008,90.66,state,1866,2,B.Tech/B.E.,electronics and communication engineering,82.53,1866,1,Karnataka,2012,675,555,635,0.824666401,-1,400,-1,-1,-1,-1,-1,0.626,0.8128,-1.2148,-0.52527,0.0284,600000
2258,1063305,m,4/19/1990,77.0,cbse,2007,82.0,cbse,15645,2,MCA,computer application,83.0,15645,0,Uttar Pradesh,2013,465,420,535,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.7389,-0.4536,-1.6807,-1.1218,-1.6273,240000
2259,1262570,m,7/7/1990,55.0,pseb,2008,74.0,pseb,1759,2,MCA,computer application,81.0,1759,0,Punjab,2014,385,395,295,0.356536488,395,-1,346,-1,-1,-1,-1,1.2772,1.2114,0.9322,-0.6147,1.247,145000
2260,742534,m,9/8/1992,92.3,state board,2009,83.6,state board,14820,2,B.Tech/B.E.,electronics and electrical engineering,80.16,14820,0,Andhra Pradesh,2013,615,560,635,0.557389506,345,-1,-1,-1,420,-1,-1,0.2718,0.0459,-0.2974,-1.5021,0.0973,300000
2261,319678,m,7/22/1991,91.0,apsche,2008,96.7,"board of intermediate education,ap",11511,2,B.Tech/B.E.,electronics and electrical engineering,80.0,11511,0,Andhra Pradesh,2012,645,535,615,0.960603252,-1,466,-1,-1,-1,-1,-1,-0.7264,0.6178,-0.2714,-0.05527,0.3444,550000
2262,1138769,m,9/16/1991,67.0,state board,2009,64.0,state board,8131,2,B.Tech/B.E.,information technology,62.0,8131,0,Tamil Nadu,2013,325,370,260,0.04099931,315,-1,223,-1,-1,-1,-1,0.5591,0.2124,0.9322,1.1601,1.4386,110000
2263,626510,f,3/20/1993,86.0,state board,2010,78.83,state board,5111,2,B.Tech/B.E.,information technology,69.43,5111,0,Maharashtra,2014,465,475,500,0.884122512,535,-1,-1,-1,-1,-1,-1,1.5644,0.3789,1.0859,-1.1218,-0.0943,330000
2265,458020,m,2/1/1990,75.0,icse,2007,75.0,isc,1638,2,B.Tech/B.E.,computer engineering,69.0,1638,0,Uttar Pradesh,2012,505,535,565,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.6491,0.8128,-0.0537,0.0035,-0.2875,335000
2266,203412,m,3/28/1988,92.8,ksseb(karnataka state board),2006,80.0,pu board,3716,2,B.Tech/B.E.,electronics and communication engineering,75.69,3716,1,Karnataka,2011,455,445,555,0.376059587,315,300,-1,-1,-1,286,-1,0.0464,-0.1232,-0.9245,-0.2902,-1.3934,395000
